tripid,tripmode,objectno,objectname,start_time,start_odometer,start_postext,end_time,end_odometer,end_postext,duration,idle_time,distance,avg_speed,max_speed,fuel_usage,start_longitude,start_latitude,start_formatted_longitude,start_formatted_latitude,end_longitude,end_latitude,end_formatted_longitude,end_formatted_latitude,co2,fueltype,ep_distance,objectuid,optidrive_indicator,speeding_indicator,drivingevents_indicator,idling_indicator,fuelusage_indicator,coasting_indicator,constant_speed_indicator,green_speed_indicator,high_revving_indicator
9958520097,2,#WR67XYL,MIHS - DEV - NORTH,24/02/2022 12:45:06,150612570,"8 Deep Lane, Crediton EX17 2BY, GB",24/02/2022 12:51:46,150614038,"7 Church Street, Crediton EX17 2AQ, GB",400,108,1468,16,39,,-3656744,50793464,"3°39'24.2"" W","50°47'36.4"" N",-3652793,50790189,"3°39'10.0"" W","50°47'24.6"" N",,,,1-44036-32315EE50A,1,1,1,1,1,1,1,1,1
9958396538,2,#WR67XYL,MIHS - DEV - NORTH,24/02/2022 12:11:40,150611033,"Monks Close, Crediton EX17 2EL, GB",24/02/2022 12:23:49,150612570,"8 Deep Lane, Crediton EX17 2BY, GB",729,354,1537,12,30,,-3664129,50794331,"3°39'50.8"" W","50°47'39.5"" N",-3656875,50793536,"3°39'24.7"" W","50°47'36.7"" N",,,,1-44036-32315EE50A,1,1,1,1,1,1,1,1,1
9958290119,2,#WR67XYL,MIHS - DEV - NORTH,24/02/2022 11:33:44,150609128,"3 Parliament Street, Crediton EX17 2AW, GB",24/02/2022 11:58:50,150611033,"Monks Close, Crediton EX17 2EL, GB",1506,1217,1905,20,48,,-3657415,50791340,"3°39'26.6"" W","50°47'28.8"" N",-3664114,50794414,"3°39'50.8"" W","50°47'39.8"" N",,,,1-44036-32315EE50A,1,1,1,1,1,1,1,1,1
9958148165,2,#WR67XYL,MIHS - DEV - NORTH,24/02/2022 11:23:50,150608973,"4 Union Terrace, Crediton EX17 3DY, GB",24/02/2022 11:25:53,150609128,"10 North Street, Crediton EX17 2BS, GB",123,37,155,5,19,,-3655808,50789873,"3°39'20.9"" W","50°47'23.5"" N",-3657224,50790875,"3°39'26.0"" W","50°47'27.1"" N",,,,1-44036-32315EE50A,1,1,1,1,1,1,1,1,1
9958059664,2,#WR67XYL,MIHS - DEV - NORTH,24/02/2022 11:02:01,150607582,"Greenway, Crediton EX17 3LP, GB",24/02/2022 11:06:40,150608973,"4 Union Terrace, Crediton EX17 3DY, GB",279,73,1391,20,44,,-3666998,50790796,"3°40'01.1"" W","50°47'26.8"" N",-3655792,50789860,"3°39'20.8"" W","50°47'23.5"" N",,,,1-44036-32315EE50A,0.986,1,1,1,1,1,0.9,1,1
9957932196,2,#WR67XYL,MIHS - DEV - NORTH,24/02/2022 10:36:03,150606880,"131 High Street, Crediton EX17 3LQ, GB",24/02/2022 10:39:59,150607582,"Landscore, Crediton EX17 3LW, GB",236,116,702,18,32,,-3658421,50790663,"3°39'30.3"" W","50°47'26.3"" N",-3667019,50790880,"3°40'01.2"" W","50°47'27.1"" N",,,,1-44036-32315EE50A,1,1,1,1,1,1,1,1,1
9957889793,2,#WR67XYL,MIHS - DEV - NORTH,24/02/2022 10:23:11,150605868,"2 Barn Park, Crediton EX17 3JD, GB",24/02/2022 10:30:29,150606880,"14 High Street, Crediton EX17 3AF, GB",438,199,1012,11,32,,-3659880,50788109,"3°39'35.5"" W","50°47'17.1"" N",-3658294,50790520,"3°39'29.8"" W","50°47'25.8"" N",,,,1-44036-32315EE50A,1,1,1,1,1,1,1,1,1
9957698917,2,#WR67XYL,MIHS - DEV - NORTH,24/02/2022 09:38:24,150603726,"Elston Meadow, Crediton EX17 3SZ, GB",24/02/2022 09:48:22,150605868,"2 Barn Park, Crediton EX17 3JD, GB",598,138,2142,16,46,,-3671788,50788157,"3°40'18.4"" W","50°47'17.3"" N",-3659925,50788155,"3°39'35.7"" W","50°47'17.3"" N",,,,1-44036-32315EE50A,1,1,1,1,1,1,1,1,1
9957655407,2,#WR67XYL,MIHS - DEV - NORTH,24/02/2022 08:11:52,150561954,"A377, Umberleigh EX37 9DX, GB",24/02/2022 09:11:18,150603726,"Elston Meadow, Crediton EX17 3SZ, GB",3566,902,41772,54,80,,-4011072,51003032,"4°00'39.8"" W","51°00'10.9"" N",-3671831,50788117,"3°40'18.5"" W","50°47'17.2"" N",,,,1-44036-32315EE50A,0.918,1,1,1,1,1,0.424,1,1
9957228882,2,#WR67XYL,MIHS - DEV - NORTH,24/02/2022 07:11:29,150546670,"Pathfields Business Park, South Molton EX36 3DU, GB",24/02/2022 08:03:59,150561954,"A377, Umberleigh EX37 9DX, GB",3150,2001,15284,47,75,,-3829984,51026500,"3°49'47.9"" W","51°01'35.4"" N",-4011159,51003039,"4°00'40.1"" W","51°00'10.9"" N",,,,1-44036-32315EE50A,0.986,1,1,1,1,1,0.904,1,1
9956979284,2,#WR67XYL,MIHS - DEV - NORTH,24/02/2022 06:42:11,150526923,"Landkey Road, Barnstaple EX32 0, GB",24/02/2022 07:07:31,150546670,"Pathfields Business Park, South Molton EX36 3DU, GB",1520,190,19747,53,77,,-4027951,51065098,"4°01'40.6"" W","51°03'54.3"" N",-3829971,51026498,"3°49'47.9"" W","51°01'35.3"" N",,,,1-44036-32315EE50A,0.948,1,1,1,1,1,0.636,1,1
9955798664,2,#WR67XYL,MIHS - DEV - NORTH,23/02/2022 16:49:16,150526530,"Landkey Road, Barnstaple EX32 0, GB",23/02/2022 16:51:35,150526923,"Landkey Road, Barnstaple EX32 0, GB",139,80,393,17,58,,-4022258,51065695,"4°01'20.1"" W","51°03'56.5"" N",-4027937,51065063,"4°01'40.5"" W","51°03'54.2"" N",,,,1-44036-32315EE50A,1,1,1,1,1,1,1,1,1
9955750242,2,#WR67XYL,MIHS - DEV - NORTH,23/02/2022 16:26:49,150521833,"10 Pathfield Lawn, Barnstaple EX31 1HW, GB",23/02/2022 16:36:57,150526530,"Landkey Road, Barnstaple EX32 0, GB",608,69,4697,31,64,,-4064990,51085406,"4°03'53.9"" W","51°05'07.4"" N",-4022351,51065712,"4°01'20.4"" W","51°03'56.5"" N",,,,1-44036-32315EE50A,0.952,1,1,1,1,1,0.667,1,1
9955683083,2,#WR67XYL,MIHS - DEV - NORTH,23/02/2022 15:44:19,150500768,"Pathfields Business Park, South Molton EX36 3DU, GB",23/02/2022 16:18:23,150521833,"9 Pathfield Lawn, Barnstaple EX31 1HW, GB",2044,329,21065,44,79,,-3829773,51026547,"3°49'47.1"" W","51°01'35.5"" N",-4064964,51085458,"4°03'53.8"" W","51°05'07.6"" N",,,,1-44036-32315EE50A,0.988,1,1,1,1,1,0.916,1,1
9955437140,2,#WR67XYL,MIHS - DEV - NORTH,23/02/2022 14:26:39,150459293,"Tiverton EX16 8HJ, GB",23/02/2022 15:17:56,150500768,"Pathfields Business Park, South Molton EX36 3DU, GB",3077,264,41475,53,97,,-3532231,50874231,"3°31'56.0"" W","50°52'27.2"" N",-3829710,51026530,"3°49'46.9"" W","51°01'35.5"" N",,,,1-44036-32315EE50A,1,1,1,1,1,1,1,1,1
9955090962,2,#WR67XYL,MIHS - DEV - NORTH,23/02/2022 13:41:56,150452612,"A3072, Tiverton EX16 8, GB",23/02/2022 13:55:52,150459293,"Tiverton EX16 8HJ, GB",836,42,6681,29,63,,-3516882,50853048,"3°31'00.7"" W","50°51'10.9"" N",-3532460,50874275,"3°31'56.8"" W","50°52'27.3"" N",,,,1-44036-32315EE50A,0.886,1,1,1,1,1,0.2,1,1
9954946825,2,#WR67XYL,MIHS - DEV - NORTH,23/02/2022 12:41:59,150438529,"Exeter Road, Tiverton EX16 5NZ, GB",23/02/2022 13:21:46,150452612,"A3072, Tiverton EX16 8, GB",2387,1390,14083,48,83,,-3496632,50891825,"3°29'47.8"" W","50°53'30.5"" N",-3516677,50853138,"3°31'00.0"" W","50°51'11.2"" N",,,,1-44036-32315EE50A,0.883,1,1,1,1,1,0.181,1,1
9954692781,2,#WR67XYL,MIHS - DEV - NORTH,23/02/2022 12:05:14,150427306,"Northcote Lane, Tiverton EX16 8PH, GB",23/02/2022 12:23:39,150438529,"Aubyns Wood Avenue, Tiverton EX16 5DE, GB",1105,192,11223,42,77,,-3606794,50905035,"3°36'24.4"" W","50°54'18.1"" N",-3496658,50891832,"3°29'47.9"" W","50°53'30.5"" N",,,,1-44036-32315EE50A,0.899,1,1,1,1,1,0.292,1,1
9953757246,2,#WR67XYL,MIHS - DEV - NORTH,23/02/2022 08:08:09,150396177,"Pathfields Business Park, South Molton EX36 3DU, GB",23/02/2022 08:56:08,150427306,"Northcote Lane, Tiverton EX16 8PH, GB",2879,576,31129,48,81,,-3829670,51026569,"3°49'46.8"" W","51°01'35.6"" N",-3606944,50905050,"3°36'24.10"" W","50°54'18.1"" N",,,,1-44036-32315EE50A,0.895,1,1,1,1,1,0.263,1,1
9953301713,2,#WR67XYL,MIHS - DEV - NORTH,23/02/2022 06:42:58,150376735,"Landkey Road, Barnstaple EX32 0, GB",23/02/2022 07:16:19,150396177,"Pathfields Business Park, South Molton EX36 3DU, GB",2001,602,19442,50,72,,-4028001,51065163,"4°01'40.8"" W","51°03'54.5"" N",-3830164,51026482,"3°49'48.5"" W","51°01'35.3"" N",,,,1-44036-32315EE50A,0.992,1,1,1,1,1,0.944,1,1
9952555304,2,#WR67XYL,MIHS - DEV - NORTH,22/02/2022 19:37:06,150328695,"Landkey Road, Barnstaple EX32 0, GB",22/02/2022 20:59:53,150376735,"Landkey Road, Barnstaple EX32 0, GB",4967,458,48040,38,78,,-4028086,51065174,"4°01'41.1"" W","51°03'54.6"" N",-4027906,51065096,"4°01'40.4"" W","51°03'54.3"" N",,,,1-44036-32315EE50A,0.956,1,1,1,1,1,0.69,1,1
9951905230,2,#WR67XYL,MIHS - DEV - NORTH,22/02/2022 14:52:54,150287245,"Northcote Lane, Tiverton EX16 8PH, GB",22/02/2022 16:00:55,150328695,"Landkey Road, Barnstaple EX32 0, GB",4081,1239,41450,51,85,,-3606929,50905021,"3°36'24.9"" W","50°54'18.0"" N",-4028020,51065154,"4°01'40.8"" W","51°03'54.5"" N",,,,1-44036-32315EE50A,0.94,1,1,1,1,1,0.583,1,1
9951555432,2,#WR67XYL,MIHS - DEV - NORTH,22/02/2022 14:11:13,150271650,"Great Western Way, Tiverton EX16 6, GB",22/02/2022 14:38:05,150287245,"Northcote Lane, Tiverton EX16 8PH, GB",1612,308,15595,42,81,,-3488386,50900361,"3°29'18.1"" W","50°54'01.3"" N",-3606889,50905056,"3°36'24.8"" W","50°54'18.2"" N",,,,1-44036-32315EE50A,0.911,1,1,1,1,1,0.374,1,1
9951386442,2,#WR67XYL,MIHS - DEV - NORTH,22/02/2022 13:55:11,150271223,"Tumbling Fields, Tiverton EX16 4FG, GB",22/02/2022 13:57:47,150271650,"Great Western Way, Tiverton EX16 6, GB",156,49,427,13,25,,-3487195,50900416,"3°29'13.9"" W","50°54'01.5"" N",-3488378,50900327,"3°29'18.1"" W","50°54'01.1"" N",,,,1-44036-32315EE50A,1,1,1,1,1,1,1,1,1
9951345040,2,#WR67XYL,MIHS - DEV - NORTH,22/02/2022 13:37:09,150267001,"Leverlake Lane, Tiverton EX16 7, GB",22/02/2022 13:47:59,150271223,"Tumbling Fields, Tiverton EX16 4FG, GB",650,138,4222,28,52,,-3471677,50923372,"3°28'18.0"" W","50°55'24.1"" N",-3487207,50900378,"3°29'13.9"" W","50°54'01.3"" N",,,,1-44036-32315EE50A,0.895,1,1,1,1,1,0.267,1,1
9951175589,2,#WR67XYL,MIHS - DEV - NORTH,22/02/2022 11:07:34,150231975,"High Street, Tiverton EX16 9NQ, GB",22/02/2022 13:07:50,150267001,"Leverlake Lane, Tiverton EX16 7, GB",7216,3901,35026,35,90,,-3494124,50990914,"3°29'38.8"" W","50°59'27.2"" N",-3471593,50923470,"3°28'17.7"" W","50°55'24.4"" N",,,,1-44036-32315EE50A,0.944,1,1,1,1,1,0.61,1,1
9950568255,2,#WR67XYL,MIHS - DEV - NORTH,22/02/2022 09:32:45,150202105,"Pathfields Business Park, South Molton EX36 3DU, GB",22/02/2022 10:50:22,150231975,"High Street, Tiverton EX16 9NQ, GB",4657,2541,29870,50,87,,-3829959,51026369,"3°49'47.8"" W","51°01'34.9"" N",-3494120,50990958,"3°29'38.8"" W","50°59'27.4"" N",,,,1-44036-32315EE50A,0.93,1,1,1,1,1,0.512,1,1
9949590231,2,#WR67XYL,MIHS - DEV - NORTH,22/02/2022 06:51:08,150186361,"Landkey Road, Barnstaple EX32 0, GB",22/02/2022 07:13:22,150202105,"Pathfields Business Park, South Molton EX36 3DU, GB",1334,334,15744,56,91,,-4027895,51065097,"4°01'40.4"" W","51°03'54.3"" N",-3829916,51026393,"3°49'47.7"" W","51°01'35.0"" N",,,,1-44036-32315EE50A,0.905,1,1,1,1,1,0.338,1,1
9961229784,2,#WR67ZRL,MIHS - OXF,25/02/2022 07:57:26,52622756,"Drayton East Way, Abingdon OX14 4EZ, GB",25/02/2022 09:13:57,52661590,"3 The Grove, Swindon SN6 8JW, GB",4591,2051,38834,55,97,,-1294415,51641734,"1°17'39.8"" W","51°38'30.2"" N",-1666058,51581671,"1°39'57.8"" W","51°34'54.0"" N",,,,1-44036-466518C65C,0.969,1,1,1,1,1,0.783,1,1
9955556438,2,#WR67ZRL,MIHS - OXF,23/02/2022 15:24:05,52612402,"A4074, Oxford OX44 9, GB",23/02/2022 15:46:24,52622756,"Drayton East Way, Abingdon OX14 4EZ, GB",1339,466,10354,41,86,,-1190860,51672679,"1°11'27.0"" W","51°40'21.6"" N",-1294384,51641772,"1°17'39.7"" W","51°38'30.3"" N",,,,1-44036-466518C65C,0.96,1,1,1,1,1,0.723,1,1
9955209647,2,#WR67ZRL,MIHS - OXF,23/02/2022 13:58:15,52605081,"Holcombe Lane, Wallingford OX10 7AJ, GB",23/02/2022 14:23:56,52612402,"A4074, Oxford OX44 9, GB",1541,922,7321,42,70,,-1120388,51667040,"1°07'13.3"" W","51°40'01.3"" N",-1190832,51672656,"1°11'26.9"" W","51°40'21.5"" N",,,,1-44036-466518C65C,0.929,1,1,1,1,1,0.5,1,1
9954851116,2,#WR67ZRL,MIHS - OXF,23/02/2022 12:55:48,52603194,"Thame Road, Oxford OX44 7TP, GB",23/02/2022 12:59:38,52605081,"Holcombe Lane, Wallingford OX10 7AJ, GB",230,57,1887,38,61,,-1130798,51681421,"1°07'50.8"" W","51°40'53.1"" N",-1120363,51667006,"1°07'13.3"" W","51°40'01.2"" N",,,,1-44036-466518C65C,1,1,1,1,1,1,1,1,1
9954792027,2,#WR67ZRL,MIHS - OXF,23/02/2022 12:41:41,52601298,"Holcombe Lane, Wallingford OX10 7AJ, GB",23/02/2022 12:46:56,52603194,"Thame Road, Oxford OX44 7TP, GB",315,128,1896,35,55,,-1120372,51666997,"1°07'13.3"" W","51°40'01.1"" N",-1130789,51681446,"1°07'50.8"" W","51°40'53.2"" N",,,,1-44036-466518C65C,0.931,1,1,1,1,1,0.52,1,1
9953629873,2,#WR67ZRL,MIHS - OXF,23/02/2022 07:29:39,52575964,"Drayton East Way, Abingdon OX14 4EZ, GB",23/02/2022 08:29:43,52601298,"Holcombe Lane, Wallingford OX10 7AJ, GB",3604,1337,25334,39,78,,-1294443,51641614,"1°17'39.9"" W","51°38'29.8"" N",-1120424,51666997,"1°07'13.5"" W","51°40'01.1"" N",,,,1-44036-466518C65C,0.929,1,1,1,1,1,0.5,1,1
9951858142,2,#WR67ZRL,MIHS - OXF,22/02/2022 15:36:41,52569693,"Marcham Road, Abingdon OX14 1BY, GB",22/02/2022 15:49:30,52575964,"Drayton East Way, Abingdon OX14 4EZ, GB",769,50,6271,31,62,,-1307769,51668471,"1°18'27.9"" W","51°40'06.5"" N",-1294415,51641684,"1°17'39.8"" W","51°38'30.0"" N",,,,1-44036-466518C65C,0.919,1,1,1,1,1,0.432,1,1
9951741756,2,#WR67ZRL,MIHS - OXF,22/02/2022 13:16:23,52541852,"School Lane, Wantage OX12 7LB, GB",22/02/2022 15:21:50,52569693,"Marcham Road, Abingdon OX14 1BY, GB",7527,5001,27841,38,75,,-1422437,51610109,"1°25'20.7"" W","51°36'36.3"" N",-1307636,51668464,"1°18'27.4"" W","51°40'06.4"" N",,,,1-44036-466518C65C,0.948,1,1,1,1,1,0.634,1,1
9950960149,2,#WR67ZRL,MIHS - OXF,22/02/2022 12:14:40,52541592,"Kents Row, Wantage OX12 7LJ, GB",22/02/2022 12:17:27,52541852,"School Lane, Wantage OX12 7LB, GB",167,72,260,9,21,,-1421632,51609749,"1°25'17.8"" W","51°36'35.0"" N",-1422407,51610139,"1°25'20.6"" W","51°36'36.5"" N",,,,1-44036-466518C65C,1,1,1,1,1,1,1,1,1
9950855363,2,#WR67ZRL,MIHS - OXF,22/02/2022 11:14:39,52535547,"Faringdon Road, Wantage OX12 9TD, GB",22/02/2022 11:53:30,52541592,"Kents Row, Wantage OX12 7LJ, GB",2331,1642,6045,30,53,,-1460821,51594287,"1°27'38.9"" W","51°35'39.4"" N",-1421534,51609774,"1°25'17.5"" W","51°36'35.1"" N",,,,1-44036-466518C65C,0.983,1,1,1,1,1,0.881,1,1
9950425537,2,#WR67ZRL,MIHS - OXF,22/02/2022 08:22:51,52516966,"High Street, Abingdon OX14 4, GB",22/02/2022 10:19:26,52535547,"Faringdon Road, Wantage OX12 9TD, GB",6995,5445,18581,42,78,,-1294857,51642444,"1°17'41.4"" W","51°38'32.8"" N",-1460004,51593358,"1°27'36.0"" W","51°35'36.0"" N",,,,1-44036-466518C65C,0.961,1,1,1,1,1,0.728,1,1
9949870346,2,#WR67ZRL,MIHS - OXF,22/02/2022 08:11:26,52516860,"Drayton East Way, Abingdon OX14 4EZ, GB",22/02/2022 08:16:34,52516966,"High Street, Abingdon OX14 4, GB",308,290,106,9,15,,-1294531,51641693,"1°17'40.3"" W","51°38'30.0"" N",-1295192,51642516,"1°17'42.6"" W","51°38'33.0"" N",,,,1-44036-466518C65C,1,1,1,1,1,1,1,1,1
9949814496,2,#WR67ZRL,MIHS - OXF,22/02/2022 08:01:16,52516705,"Drayton Road, Abingdon OX14 4HA, GB",22/02/2022 08:03:55,52516860,"Drayton East Way, Abingdon OX14 4EZ, GB",159,101,155,6,15,,-1294663,51642613,"1°17'40.7"" W","51°38'33.4"" N",-1294481,51641696,"1°17'40.1"" W","51°38'30.1"" N",,,,1-44036-466518C65C,1,1,1,1,1,1,1,1,1
9949639476,2,#WR67ZRL,MIHS - OXF,22/02/2022 06:49:10,52483916,"3 Shiplake Bottom, Henley-on-Thames RG9 5HG, GB",22/02/2022 07:24:24,52516705,"Drayton Road, Abingdon OX14 4HA, GB",2114,81,32789,58,98,,-981584,51521179,"0°58'53.7"" W","51°31'16.2"" N",-1294534,51642761,"1°17'40.3"" W","51°38'33.9"" N",,,,1-44036-466518C65C,0.957,1,1,1,1,1,0.7,1,1
9960675567,2,#WT19LRL,MIHS - DEV - SOUTH,25/02/2022 06:43:23,44029039,"Paddons Coombe, Newton Abbot TQ12 3YX, GB",25/02/2022 07:09:05,44043566,"138 Maidenway Road, Paignton TQ3 2PZ, GB",1542,610,14527,56,97,1.802,-3591034,50554427,"3°35'27.7"" W","50°33'15.9"" N",-3581093,50445018,"3°34'51.9"" W","50°26'42.0"" N",4743,1,14527,1-44036-466315262C,0.725,1,1,0.088,1,0.849,0.924,1,0.213
9960181813,2,#WT19LRL,MIHS - DEV - SOUTH,25/02/2022 01:53:46,44014628,"138 Maidenway Road, Paignton TQ3 2PZ, GB",25/02/2022 02:12:07,44029039,"Paddons Coombe, Newton Abbot TQ12 3YX, GB",1101,111,14411,52,93,1.383,-3581075,50444985,"3°34'51.8"" W","50°26'41.9"" N",-3590865,50554528,"3°35'27.1"" W","50°33'16.3"" N",3644,1,14411,1-44036-466315262C,0.901,1,1,1,1,0.96,0.886,1,0.461
9959897925,2,#WT19LRL,MIHS - DEV - SOUTH,24/02/2022 19:40:13,44000093,"Paddons Coombe, Newton Abbot TQ12 3YX, GB",24/02/2022 20:03:31,44014628,"138 Maidenway Road, Paignton TQ3 2PZ, GB",1398,450,14535,55,94,1.772,-3590948,50554413,"3°35'27.4"" W","50°33'15.8"" N",-3581042,50445000,"3°34'51.7"" W","50°26'42.0"" N",4666,1,14535,1-44036-466315262C,0.864,1,1,1,1,0.851,0.842,1,0.358
9959121429,2,#WT19LRL,MIHS - DEV - SOUTH,24/02/2022 14:52:15,43985723,"121 Maidenway Road, Paignton TQ3 2PZ, GB",24/02/2022 15:13:59,44000093,"Paddons Coombe, Newton Abbot TQ12 3YX, GB",1304,344,14370,53,98,1.774,-3581036,50445064,"3°34'51.7"" W","50°26'42.2"" N",-3590960,50554415,"3°35'27.4"" W","50°33'15.8"" N",4679,1,14370,1-44036-466315262C,0.855,1,1,1,1,0.704,1,1,0.28
9957817790,2,#WT19LRL,MIHS - DEV - SOUTH,24/02/2022 09:20:24,43956101,"26 Church Street, Kingsbridge TQ7 1BL, GB",24/02/2022 10:14:50,43985723,"138 Maidenway Road, Paignton TQ3 2PZ, GB",3266,731,29622,41,73,3.659,-3776024,50284653,"3°46'33.6"" W","50°17'04.7"" N",-3581064,50445018,"3°34'51.8"" W","50°26'42.0"" N",9632,1,29622,1-44036-466315262C,0.602,1,0.431,0.168,1,1,0.322,1,0.292
9957016052,2,#WT19LRL,MIHS - DEV - SOUTH,24/02/2022 06:17:57,43926438,"136 Maidenway Road, Paignton TQ3 2PZ, GB",24/02/2022 07:15:43,43956101,"13 Church Street, Kingsbridge TQ7 1BL, GB",3466,954,29663,41,65,3.394,-3580998,50444981,"3°34'51.5"" W","50°26'41.9"" N",-3776076,50284582,"3°46'33.8"" W","50°17'04.4"" N",8943,1,29663,1-44036-466315262C,0.71,1,1,0.155,1,1,0.512,1,0.3
9955715348,2,#WT19LRL,MIHS - DEV - SOUTH,23/02/2022 15:37:13,43896838,"42 Church Street, Kingsbridge TQ7 1BT, GB",23/02/2022 16:27:09,43926438,"138 Maidenway Road, Paignton TQ3 2PZ, GB",2996,707,29600,45,76,3.59,-3775770,50285026,"3°46'32.7"" W","50°17'06.0"" N",-3581073,50444977,"3°34'51.8"" W","50°26'41.9"" N",9460,1,29600,1-44036-466315262C,0.614,1,0.464,0.201,1,0.951,0.4,1,0.284
9954199369,2,#WT19LRL,MIHS - DEV - SOUTH,23/02/2022 09:38:57,43867193,"121 Maidenway Road, Paignton TQ3 2PZ, GB",23/02/2022 10:34:50,43896838,"38 Church Street, Kingsbridge TQ7 1BL, GB",3353,1057,29645,46,85,3.553,-3581018,50445082,"3°34'51.6"" W","50°26'42.2"" N",-3775833,50284949,"3°46'33.0"" W","50°17'05.8"" N",9350,1,29645,1-44036-466315262C,0.674,1,1,0.087,1,0.959,0.345,1,0.326
9952729036,2,#WT19LRL,MIHS - DEV - SOUTH,23/02/2022 00:27:33,43852638,"Paddons Coombe, Newton Abbot TQ12 3YX, GB",23/02/2022 00:51:04,43867193,"121 Maidenway Road, Paignton TQ3 2PZ, GB",1411,408,14555,52,89,1.771,-3590931,50554488,"3°35'27.3"" W","50°33'16.1"" N",-3581039,50445044,"3°34'51.7"" W","50°26'42.1"" N",4669,1,14555,1-44036-466315262C,0.853,1,1,1,1,0.958,0.752,1,0.261
9952499692,2,#WT19LRL,MIHS - DEV - SOUTH,22/02/2022 19:44:44,43838269,"138 Maidenway Road, Paignton TQ3 2PZ, GB",22/02/2022 20:11:28,43852638,"Paddons Coombe, Newton Abbot TQ12 3YX, GB",1604,602,14369,51,91,1.405,-3581076,50445011,"3°34'51.8"" W","50°26'42.0"" N",-3590928,50554453,"3°35'27.3"" W","50°33'16.0"" N",3690,1,14369,1-44036-466315262C,0.726,1,1,0.08,1,0.843,0.917,1,0.243
9951313746,2,#WT19LRL,MIHS - DEV - SOUTH,22/02/2022 12:50:21,43808664,"32 Church Street, Kingsbridge TQ7 1BL, GB",22/02/2022 13:40:50,43838269,"121 Maidenway Road, Paignton TQ3 2PZ, GB",3029,680,29605,44,77,3.644,-3775936,50284793,"3°46'33.3"" W","50°17'05.2"" N",-3581045,50445035,"3°34'51.7"" W","50°26'42.1"" N",9605,1,29605,1-44036-466315262C,0.609,1,0.463,0.14,1,0.961,0.374,1,0.323
9950257031,2,#WT19LRL,MIHS - DEV - SOUTH,22/02/2022 09:41:43,43808664,"17 Church Street, Kingsbridge TQ7 1BL, GB",22/02/2022 09:42:32,43808664,"26 Church Street, Kingsbridge TQ7 1BL, GB",49,36,0,3,5,0.012,-3775979,50284754,"3°46'33.5"" W","50°17'05.1"" N",-3775987,50284632,"3°46'33.5"" W","50°17'04.6"" N",25,1,0,1-44036-466315262C,1,1,1,1,1,1,1,1,1
9949577517,2,#WT19LRL,MIHS - DEV - SOUTH,22/02/2022 06:24:22,43780147,"Churscombe Road, Paignton TQ3 1NA, GB",22/02/2022 07:10:28,43808664,"9 Church Street, Kingsbridge TQ7 1BL, GB",2766,772,28517,50,77,3.231,-3592863,50452456,"3°35'34.3"" W","50°27'08.8"" N",-3776150,50284484,"3°46'34.1"" W","50°17'04.1"" N",8512,1,28517,1-44036-466315262C,0.671,1,1,0.095,1,0.996,0.268,1,0.337
9949383030,2,#WT19LRL,MIHS - DEV - SOUTH,22/02/2022 06:15:18,43778954,"138 Maidenway Road, Paignton TQ3 2PZ, GB",22/02/2022 06:19:48,43780147,"Churscombe Road, Paignton TQ3 1NA, GB",270,120,1193,27,57,0.266,-3581055,50444981,"3°34'51.8"" W","50°26'41.9"" N",-3592878,50452471,"3°35'34.3"" W","50°27'08.8"" N",695,1,1193,1-44036-466315262C,0.75,1,1,1,1,0.553,0.4,1,0.299
9961895502,2,#WT19LSK,MIHS - DEV - WEST,25/02/2022 11:05:33,62347710,"A3072, Okehampton EX20 3LE, GB",25/02/2022 11:39:52,62369845,"A3072, Okehampton EX20 3LE, GB",2059,530,22135,50,89,2.835,-4090894,50812640,"4°05'27.2"" W","50°48'45.5"" N",-4091448,50812621,"4°05'29.2"" W","50°48'45.4"" N",7466,1,22135,1-44036-3237421032,0.72,1,1,1,1,0.588,0.1,1,0.356
9961578342,2,#WT19LSK,MIHS - DEV - WEST,25/02/2022 10:27:57,62346270,"Bowling Green Lane, Okehampton EX20 3, GB",25/02/2022 10:30:36,62347710,"A3072, Okehampton EX20 3LE, GB",159,27,1440,38,53,0.159,-4073913,50818755,"4°04'26.0"" W","50°49'07.5"" N",-4090863,50812630,"4°05'27.1"" W","50°48'45.4"" N",413,1,1440,1-44036-3237421032,0.997,1,1,1,1,0.981,1,1,1
9961483747,2,#WT19LSK,MIHS - DEV - WEST,25/02/2022 09:44:49,62336738,"New Road, Okehampton EX20 3, GB",25/02/2022 10:09:53,62346270,"Bowling Green Lane, Okehampton EX20 3, GB",1504,810,9532,48,69,1.107,-4096297,50883152,"4°05'46.6"" W","50°52'59.3"" N",-4073954,50818763,"4°04'26.2"" W","50°49'07.5"" N",2913,1,9532,1-44036-3237421032,0.881,1,1,1,1,0.957,0.635,1,0.576
9961362983,2,#WT19LSK,MIHS - DEV - WEST,25/02/2022 09:18:13,62321616,"B3216, Okehampton EX20 3, GB",25/02/2022 09:40:42,62336738,"New Road, Okehampton EX20 3, GB",1349,189,15122,45,79,1.452,-4011373,50797397,"4°00'40.9"" W","50°47'50.6"" N",-4096234,50883154,"4°05'46.4"" W","50°52'59.3"" N",3820,1,15122,1-44036-3237421032,0.835,1,1,1,1,0.975,0.489,1,0.384
